trade_id,trader_id,company_id,ticker,trade_timestamp,action,instrument,order_type,quantity,price,trade_value,volume_ratio,volume_zscore_30d,trade_frequency_1h,trade_frequency_24h,buy_sell_ratio,hours_to_next_event,hours_since_last_event,is_pre_event_window,peer_group_deviation,unusual_instrument_flag,after_hours_flag,consecutive_profitable_trades,price_impact_proxy,network_risk,pnl_pct,fraud_probability,anomaly_score,rule_engine_score,risk_score,severity,is_anomalous,anomaly_type
TRD0046907,TRD0475,CMP002,JBDO,2025-12-01 09:40:01,BUY,ETF,Limit,3503177,82.62,289432483.74,11.8184,4.6466,1,20,3.3728,37.97,9999.0,True,2.6913,False,False,1,0.8077,0.8184,0.95,0.9199,0.8774,0.7904,87.76,Critical,True,circular_trading
TRD0027134,TRD0252,CMP002,JBDO,2026-02-18 11:47:57,BUY,ETF,Cover Order,186241,90.44,16843636.04,5.5145,4.7362,5,21,3.4895,39.72,1860.16,True,2.2698,False,False,5,0.6465,0.7888,3.75,0.5292,0.7725,0.7007,65.39,Medium,True,insider_trading
TRD0086550,TRD0252,CMP014,DJHR,2026-02-13 15:16:32,SELL,Futures,Limit,318654,107.55,34271237.7,7.3469,5.1732,4,5,2.6023,15.44,9999.0,True,2.3903,True,False,4,0.6032,0.7888,4.37,0.8333,0.6871,0.5712,74.57,High,True,layering
TRD0022347,TRD0097,CMP033,CHAM,2026-04-23 09:51:22,BUY,ETF,Bracket Order,170614,1366.67,233173035.38,4.1082,2.8275,2,5,1.8942,5.52,2301.22,True,2.3708,False,False,0,0.398,0.8788,-3.37,0.9496,0.7433,0.7541,85.13,Critical,True,spoofing
TRD0041918,TRD0281,CMP044,UDJH,2026-04-05 10:00:34,SELL,ETF,Cover Order,56299,53.51,3012559.49,1.3058,0.2579,3,21,1.1479,840.85,1190.85,False,0.6006,False,False,7,0.0762,0.1777,1.71,0.0116,0.0757,0.0287,5.0,Low,False,none
TRD0015689,TRD0462,CMP057,PNYK,2026-04-25 15:02:10,SELL,ETF,Cover Order,132837,53.25,7073570.25,4.1041,3.4253,2,3,2.4487,42.47,2226.73,True,3.1422,False,False,0,0.6451,0.5748,-0.66,0.5283,0.9552,0.7727,69.77,Medium,True,pump_and_dump
TRD0081542,TRD0490,CMP032,MXGK,2025-10-25 15:56:05,SELL,ETF,Market,2916,1142.89,3332667.24,0.7594,-2.1538,2,19,1.5636,279.98,9999.0,False,1.0986,False,False,0,0.0337,0.142,-0.3,0.1823,0.0235,0.0194,10.62,Low,False,none
TRD0039103,TRD0055,CMP008,OIUY,2025-12-19 09:51:14,BUY,Equity,Market,425228,860.15,365759864.2,11.2063,2.789,2,13,2.4175,13.15,9999.0,True,2.6521,False,False,2,1.2175,0.1176,2.87,0.378,0.8648,0.8749,57.25,Medium,True,circular_trading
TRD0072761,TRD0041,CMP011,CGLO,2025-11-06 12:52:29,SELL,Equity,Bracket Order,184672,68.33,12618637.76,9.1682,5.7982,1,1,3.1447,494.99,3.0,False,4.3812,False,False,4,0.855,0.862,1.36,0.9426,0.8311,0.7877,87.79,Critical,True,spoofing
TRD0030978,TRD0338,CMP012,INMT,2025-10-09 13:28:06,BUY,ETF,Limit,6670,181.28,1209137.6,1.1489,-0.5198,5,16,1.5128,2769.94,9999.0,False,-0.2973,False,False,5,0.1063,0.3128,4.07,0.055,0.0759,0.034,8.39,Low,False,none
TRD0038180,TRD0252,CMP007,PZVF,2026-01-27 10:44:33,SELL,Options,Bracket Order,144528,6.37,920643.36,4.4943,5.0922,5,9,3.1206,31.28,575.07,True,3.45,True,False,1,0.3995,0.7888,1.09,0.5767,0.4896,0.7969,60.48,Medium,True,insider_trading
TRD0097281,TRD0114,CMP032,MXGK,2026-02-10 11:19:44,SELL,Equity,Stop-Loss,13134,1148.31,15081903.54,1.3033,0.809,3,6,0.8399,403.06,296.99,False,-0.1569,False,False,4,0.0519,0.2473,1.47,0.165,0.0997,0.0696,13.93,Low,False,none
TRD0049320,TRD0207,CMP057,PNYK,2025-12-08 10:30:14,SELL,Options,Stop-Loss,125489,62.08,7790357.12,7.995,5.0659,2,3,3.2363,27.54,618.81,True,2.1765,True,False,2,0.2714,0.5604,1.26,0.977,0.9208,0.7948,89.12,Critical,True,insider_trading
TRD0063111,TRD0021,CMP034,SIHG,2026-02-11 08:46:08,BUY,Equity,Market,399194,326.45,130316881.3,10.7271,3.3866,2,8,1.526,8.6,1808.52,True,3.3787,False,True,6,0.8858,0.1835,0.47,0.7673,0.8443,0.7536,73.0,High,True,insider_trading
TRD0096640,TRD0252,CMP046,LUQA,2026-04-25 14:25:32,SELL,ETF,Limit,447034,157.87,70573257.58,10.4517,6.2277,1,21,3.4977,29.64,478.32,True,2.1415,False,False,2,0.6622,0.7888,3.16,0.8342,0.939,0.7053,84.18,High,True,front_running
TRD0006139,TRD0099,CMP053,SVJO,2026-06-23 14:41:18,BUY,Equity,Stop-Loss,23690,9.96,235952.4,1.677,0.5573,1,6,1.1798,9999.0,327.18,False,-0.5579,False,False,7,0.0157,0.2542,4.31,0.0234,0.0482,0.0404,5.65,Low,False,none
TRD0008761,TRD0371,CMP048,JGWJ,2026-03-29 14:49:41,BUY,Equity,Cover Order,530335,124.65,66106257.75,1.1771,0.2993,5,17,1.9809,414.84,373.92,False,-1.8945,False,False,1,0.0949,0.2768,3.69,0.156,0.0271,0.0891,11.94,Low,False,none
TRD0115837,TRD0248,CMP049,JIRH,2025-10-13 13:45:05,BUY,Equity,Market,43176,176.36,7614519.36,0.795,-0.1671,4,13,1.6293,2562.8,9999.0,False,0.1001,False,False,0,0.0567,0.4378,-2.3,0.333,0.0554,0.0535,21.83,Low,False,none
TRD0027289,TRD0041,CMP013,RXNL,2026-03-04 10:15:29,BUY,ETF,Bracket Order,178740,107.32,19182376.8,8.5176,4.6225,3,20,2.5407,13.05,1326.91,True,3.7397,False,False,1,0.4008,0.862,3.95,0.6895,0.8123,0.7754,75.65,High,True,front_running
TRD0060618,TRD0410,CMP048,JGWJ,2025-10-18 12:48:14,BUY,Equity,Limit,82651,128.93,10656193.43,0.9011,0.6164,4,18,1.2426,840.06,9999.0,False,-0.2577,False,False,1,0.1294,0.4317,0.4,0.12,0.0228,0.1093,12.04,Low,False,none
TRD0060297,TRD0041,CMP039,JDXM,2026-01-02 11:05:04,BUY,ETF,Bracket Order,75973,99.62,7568430.26,3.492,5.1004,4,22,2.4776,18.57,9999.0,True,4.7237,False,False,1,0.2921,0.862,4.71,0.8938,0.8176,0.4025,79.41,High,True,layering
TRD0096622,TRD0184,CMP052,QXXS,2026-03-04 12:36:30,BUY,Options,Stop-Loss,697633,1768.08,1233470954.64,5.8389,4.4069,5,8,2.1501,15.89,2280.4,True,3.7643,True,False,2,0.1937,0.8894,2.48,0.875,0.8957,0.6581,85.01,Critical,True,insider_trading
TRD0073154,TRD0077,CMP031,NGEI,2026-01-21 15:35:42,BUY,ETF,Limit,25123,492.99,12385387.77,0.8254,-0.3508,5,1,0.722,249.8,271.39,False,-0.9962,False,False,0,0.0026,0.4257,-2.67,0.0706,0.0678,0.0006,9.48,Low,False,none
TRD0073675,TRD0059,CMP012,INMT,2025-11-17 12:01:01,BUY,Equity,Limit,6657,202.13,1345579.41,1.1237,-1.2118,5,20,0.9679,1835.39,9999.0,False,0.7157,False,False,0,0.0816,0.4191,-0.03,0.1699,0.3627,0.0855,24.0,Low,False,none
TRD0101733,TRD0131,CMP003,NCBQ,2026-02-18 11:25:55,SELL,ETF,Limit,183913,110.32,20289282.16,1.1331,-0.0855,2,24,0.9389,912.82,74.1,False,-1.5538,False,False,4,0.0517,0.3332,3.16,0.0011,0.1658,0.0304,8.81,Low,False,none
TRD0042146,TRD0351,CMP042,EKVN,2025-10-31 11:39:04,BUY,ETF,Bracket Order,252875,227.33,57486073.75,4.1376,6.1167,1,4,1.9468,17.57,9999.0,True,3.7657,False,False,7,0.6415,0.6234,7.34,0.7407,0.8993,0.5198,74.34,High,True,insider_trading
TRD0004028,TRD0312,CMP000,SPDZ,2026-01-22 10:11:15,SELL,Futures,Cover Order,227818,467.2,106436569.6,3.9135,4.181,2,9,1.8828,37.07,9999.0,True,4.0374,True,False,3,0.4737,0.7761,2.94,0.8905,0.8953,0.7284,85.62,Critical,True,insider_trading
TRD0064149,TRD0222,CMP054,SCIM,2026-06-12 07:26:58,BUY,Futures,Bracket Order,134487,168.16,22615333.92,8.0556,5.6592,4,7,1.5246,36.5,405.73,True,3.7391,True,True,0,0.1225,0.7021,-1.54,0.7493,0.5387,0.5587,65.28,Medium,True,layering
TRD0095983,TRD0390,CMP043,QBPR,2026-04-07 09:29:40,SELL,ETF,Bracket Order,5299,418.5,2217631.5,0.5103,0.5443,4,21,1.5884,926.58,1649.6,False,0.2916,False,False,1,0.0439,0.6803,2.45,0.1317,0.2047,0.0683,19.9,Low,False,none
TRD0090583,TRD0045,CMP022,TTZR,2026-03-06 13:59:00,BUY,Futures,Market,60068,418.46,25136055.28,4.8494,4.3055,2,22,2.0194,1676.14,4.53,False,2.798,True,False,4,0.4984,0.788,1.0,0.9712,0.9299,0.7293,90.42,Critical,True,insider_trading
TRD0055242,TRD0414,CMP027,BNLN,2026-06-15 14:23:36,BUY,Equity,Market,11066,240.89,2665688.74,11.4236,6.7713,1,6,1.745,1.72,4032.31,True,4.9422,False,False,1,0.8002,0.8918,2.44,0.7734,0.57,0.4144,67.04,Medium,True,insider_trading
TRD0112896,TRD0184,CMP014,DJHR,2026-04-15 09:21:21,SELL,Equity,Stop-Loss,1272702,100.66,128110183.32,8.4976,6.3183,1,6,3.3519,40.99,1442.64,True,4.6597,False,False,4,0.6069,0.8894,6.07,0.9523,0.907,0.6458,88.64,Critical,True,spoofing
TRD0091693,TRD0363,CMP015,WXZK,2026-03-14 18:09:49,SELL,Equity,Market,8111,598.69,4855974.59,1.3419,-0.9746,5,16,1.9656,1130.61,370.88,False,-0.8791,False,True,1,0.1888,0.0525,4.6,0.1619,0.3084,0.1007,18.57,Low,False,none
TRD0066641,TRD0089,CMP037,BUYO,2026-02-03 12:09:14,SELL,Options,Limit,509380,231.15,117743187.0,8.7559,5.249,2,7,3.1386,1.28,9999.0,True,2.8169,True,False,1,0.707,0.2879,1.24,0.9639,0.7144,0.8389,80.27,High,True,pump_and_dump
TRD0033515,TRD0369,CMP044,UDJH,2026-05-29 08:13:46,SELL,Equity,Stop-Loss,307786,75.58,23262465.88,11.9923,6.9152,4,2,2.3896,36.65,453.37,True,3.7458,False,True,2,0.6092,0.5509,5.37,0.9527,0.9426,0.8781,89.83,Critical,True,front_running
TRD0021830,TRD0358,CMP035,AQPF,2026-01-04 10:04:28,BUY,Equity,Limit,37323,1089.6,40667140.8,0.9315,-1.6077,4,15,1.6363,2552.12,286.09,False,-0.5055,False,False,1,0.1013,0.5422,7.69,0.1178,0.0775,0.0851,14.32,Low,False,none
TRD0047928,TRD0074,CMP048,JGWJ,2026-01-13 14:50:15,BUY,ETF,Cover Order,31121,132.26,4116063.46,1.0685,0.9075,1,16,0.9427,334.14,1249.97,False,0.1364,False,False,2,0.0338,0.4082,6.09,0.1333,0.175,0.0596,16.22,Low,False,none
TRD0064282,TRD0372,CMP040,PWVJ,2026-01-27 11:46:24,BUY,Futures,Cover Order,143304,35.32,5061497.28,4.7456,5.1689,3,17,3.6587,34.26,9999.0,True,3.6519,True,False,4,0.471,0.5577,0.33,0.9153,0.8944,0.8127,85.79,Critical,True,pump_and_dump
TRD0071987,TRD0259,CMP014,DJHR,2026-04-27 18:10:00,BUY,Options,Market,364338,101.35,36925656.3,6.1848,4.3242,4,16,3.2081,14.2,255.82,True,3.3302,True,True,2,0.7286,0.1922,5.36,0.8168,0.5783,0.6795,66.22,Medium,True,insider_trading
TRD0012291,TRD0431,CMP006,XBFQ,2026-03-13 13:52:17,BUY,Equity,Limit,26623,43.15,1148782.45,1.329,-0.5109,5,16,1.7706,176.45,601.25,False,0.6257,False,False,0,0.0153,0.1533,-3.93,0.0355,0.0029,0.1095,4.86,Low,False,none
TRD0052203,TRD0250,CMP013,RXNL,2025-11-11 09:19:08,BUY,Equity,Market,22158,89.71,1987794.18,0.5549,-0.9416,3,22,0.8162,34.31,9999.0,True,-1.1004,False,False,6,0.0917,0.1792,8.97,0.2223,0.0992,0.1732,17.37,Low,False,none
TRD0050915,TRD0195,CMP039,JDXM,2025-12-09 09:23:46,BUY,ETF,Cover Order,87457,64.4,5632230.8,0.6442,0.6502,4,11,0.7219,596.26,9999.0,False,-1.7237,False,False,0,0.0372,0.1846,-1.52,0.15,0.0828,0.0153,11.31,Low,False,none
TRD0046718,TRD0378,CMP025,JXOT,2025-11-12 09:37:19,SELL,Equity,Stop-Loss,5387,254.45,1370722.15,0.7005,-0.2472,3,22,0.8261,423.97,55.04,False,-0.1216,False,False,1,0.054,0.1776,0.13,0.0842,0.0171,0.0721,7.16,Low,False,none
TRD0050008,TRD0146,CMP037,BUYO,2026-05-18 13:35:02,SELL,ETF,Cover Order,278038,201.61,56055241.18,3.8998,3.0246,4,9,3.5198,9.12,2496.15,True,4.1357,False,False,5,0.2615,0.2545,3.52,0.8506,0.848,0.5404,74.37,High,True,layering
TRD0118279,TRD0390,CMP027,BNLN,2025-10-22 10:53:17,BUY,ETF,Market,6302,262.68,1655409.36,0.7285,0.7619,2,15,1.039,401.32,9999.0,False,0.5717,False,False,0,0.1111,0.6803,-5.36,0.1024,0.0547,0.1236,14.91,Low,False,none
TRD0079308,TRD0463,CMP004,KQZJ,2025-11-03 13:52:30,SELL,Equity,Stop-Loss,8984,141.21,1268630.64,0.9963,-2.1451,1,2,1.4392,417.92,9999.0,False,-0.6999,False,False,3,0.0388,0.3469,2.94,0.2609,0.1192,0.0014,18.81,Low,False,none
TRD0041760,TRD0265,CMP035,AQPF,2025-12-05 10:37:08,BUY,Equity,Market,116512,1027.58,119725400.96,1.3022,-2.2808,5,8,0.5639,140.37,435.45,False,2.0313,False,False,0,0.0117,0.3017,-7.49,0.0799,0.1238,0.0656,11.31,Low,False,none
TRD0081290,TRD0374,CMP023,OTXX,2026-05-14 13:07:54,BUY,Equity,Limit,12740,3184.82,40574606.8,1.1945,0.6867,5,7,0.551,9999.0,329.96,False,1.0528,False,False,4,0.0802,0.2015,2.21,0.0425,0.0298,0.0328,5.31,Low,False,none
TRD0041074,TRD0198,CMP027,BNLN,2026-06-18 15:57:38,BUY,ETF,Market,864409,279.86,241913502.74,11.0693,6.6299,1,13,3.3639,12.2,71.85,True,4.1235,False,False,5,0.0251,0.0175,6.82,0.5483,0.7595,0.672,57.71,Medium,True,wash_trading
TRD0000294,TRD0222,CMP042,EKVN,2026-05-01 09:13:36,SELL,Futures,Limit,82672,207.86,17184201.92,6.0535,6.6636,4,4,2.9268,22.99,1500.77,True,2.835,True,False,2,0.3041,0.7021,5.59,0.5981,0.5503,0.7635,61.9,Medium,True,wash_trading
TRD0040049,TRD0219,CMP021,TXFE,2025-12-21 16:11:13,SELL,ETF,Bracket Order,15879,54.7,868581.3,0.7279,0.066,5,5,1.724,289.6,541.47,False,-1.6341,False,True,6,0.0419,0.2175,3.59,0.0684,0.2406,0.004,12.53,Low,False,none
TRD0096972,TRD0240,CMP041,LXML,2026-02-01 11:35:57,SELL,ETF,Bracket Order,46272,496.81,22988392.32,3.1084,5.9444,1,15,2.5773,38.9,598.48,True,4.3297,False,False,4,0.8263,0.6469,4.63,0.7249,0.9115,0.734,77.44,High,True,layering
TRD0003113,TRD0120,CMP022,TTZR,2026-01-06 09:18:30,SELL,ETF,Bracket Order,8473,433.95,3676858.35,1.0845,0.4248,5,4,0.8245,953.99,443.22,False,-0.0817,False,False,2,0.0812,0.0233,1.23,0.036,0.1382,0.0555,6.83,Low,False,none
TRD0045936,TRD0497,CMP049,JIRH,2026-01-02 15:34:42,SELL,Equity,Stop-Loss,49312,177.94,8774577.28,0.8817,-0.7885,4,10,1.4991,616.97,9999.0,False,-0.2147,False,False,0,0.0436,0.4946,-0.63,0.12,0.0022,0.079,11.6,Low,False,none
TRD0048185,TRD0042,CMP049,JIRH,2026-01-26 14:49:22,BUY,Futures,Bracket Order,734729,157.94,116043098.26,6.2803,5.896,3,17,3.05,41.73,9999.0,True,2.229,True,False,4,0.274,0.4561,5.05,0.894,0.6841,0.856,78.15,High,True,wash_trading
TRD0059817,TRD0336,CMP054,SCIM,2026-05-25 11:14:26,BUY,ETF,Bracket Order,238305,137.89,32859876.45,7.19,3.1625,3,21,2.0521,22.48,4937.45,True,4.5903,False,False,2,0.5589,0.7178,7.53,0.8469,0.8956,0.8634,85.11,Critical,True,insider_trading
TRD0017513,TRD0204,CMP049,JIRH,2025-10-18 13:08:17,SELL,ETF,Cover Order,19025,219.0,4166475.0,0.9054,-1.0353,2,6,1.1693,2443.41,9999.0,False,0.36,False,False,7,0.0596,0.2099,0.74,0.2038,0.1236,0.1891,17.81,Low,False,none
TRD0114323,TRD0359,CMP057,PNYK,2026-06-12 11:01:33,SELL,ETF,Cover Order,52985,104.43,5533223.55,9.1673,6.5431,4,14,2.7467,40.6,1105.52,True,2.0483,False,False,2,0.6763,0.3502,8.08,0.9437,0.9364,0.7303,85.02,Critical,True,insider_trading
TRD0083756,TRD0038,CMP003,NCBQ,2025-12-06 11:25:57,SELL,ETF,Bracket Order,12814,93.68,1200415.52,0.6605,-1.0485,4,1,0.5711,1589.12,9999.0,False,-1.8791,False,False,0,0.0023,0.1403,-1.63,0.0438,0.0771,0.0413,6.31,Low,False,none
TRD0103053,TRD0000,CMP035,AQPF,2026-01-10 09:21:44,SELL,ETF,Limit,32544,1045.49,34024426.56,0.9465,1.3458,4,16,1.5477,2408.83,429.38,False,-0.1652,False,False,0,0.0092,0.0681,-2.3,0.1589,0.0649,0.3475,14.99,Low,False,none
TRD0001788,TRD0185,CMP049,JIRH,2026-06-16 11:04:49,SELL,ETF,Cover Order,10769,155.73,1677056.37,0.9748,-0.5022,4,17,1.0914,9999.0,3338.53,False,2.3726,False,False,7,0.0796,0.1985,1.67,0.0617,0.1024,0.0062,7.93,Low,False,none
TRD0061884,TRD0252,CMP031,NGEI,2026-02-01 14:58:46,BUY,Equity,Bracket Order,348954,464.98,162256630.92,8.7602,5.8559,3,4,3.0548,1476.41,13.58,False,2.4843,False,False,2,0.593,0.7888,0.73,0.987,0.8353,0.7649,88.84,Critical,True,front_running
TRD0090110,TRD0132,CMP000,SPDZ,2026-02-04 15:10:13,BUY,ETF,Market,29850,449.11,13405933.5,1.0681,1.1595,5,9,1.7057,625.91,237.21,False,0.9725,False,False,0,0.0577,0.0439,-1.26,0.0501,0.0869,0.0152,5.53,Low,False,none
TRD0014518,TRD0455,CMP020,IARJ,2026-05-02 11:25:42,SELL,Equity,Stop-Loss,48751,1081.39,52718843.89,0.7886,0.2971,4,13,1.6857,9999.0,258.35,False,-0.0398,False,False,4,0.0058,0.2517,4.07,0.0104,0.059,0.0085,4.88,Low,False,none
TRD0008384,TRD0460,CMP020,IARJ,2026-02-27 11:47:11,SELL,Equity,Stop-Loss,205764,1082.96,222834181.44,1.4603,-0.4536,3,5,1.7872,1.12,810.61,True,-0.8528,False,False,0,0.0447,0.1403,-1.04,0.0288,0.0102,0.0185,3.28,Low,False,none
TRD0047900,TRD0138,CMP024,GGME,2026-05-06 15:44:34,SELL,ETF,Bracket Order,11028,58.38,643814.64,1.4621,-0.8948,1,3,1.0647,9999.0,973.6,False,-0.4418,False,False,0,0.0997,0.1919,-3.04,0.054,0.1576,0.0572,9.93,Low,False,none
TRD0107029,TRD0384,CMP018,YGCX,2026-02-25 11:47:51,BUY,Equity,Cover Order,9429,741.08,6987643.32,0.8727,-0.783,2,18,1.86,102.97,1032.73,False,-1.4178,False,False,0,0.0044,0.1359,-1.22,0.1732,0.0303,0.008,10.18,Low,False,none
TRD0105011,TRD0248,CMP002,JBDO,2026-02-19 14:45:36,BUY,Options,Limit,407915,129.37,52771963.55,5.8326,6.1987,4,3,3.4765,12.76,1887.12,True,3.4581,True,False,0,0.2959,0.4378,-0.77,0.7434,0.928,0.5189,73.45,High,True,insider_trading
TRD0031832,TRD0286,CMP033,CHAM,2025-12-12 15:12:12,BUY,ETF,Bracket Order,6577,1364.41,8973724.57,0.9833,-1.2343,1,9,0.7705,59.76,160.75,False,-0.258,False,False,0,0.0097,0.0501,-4.55,0.0313,0.1486,0.026,6.76,Low,False,none
TRD0058071,TRD0078,CMP030,FHSA,2026-03-30 10:51:27,BUY,Equity,Stop-Loss,5073,119.17,604549.41,0.7249,-0.8535,4,15,1.8195,1954.2,2203.82,False,1.6025,False,False,4,0.128,0.1883,2.88,0.0759,0.0302,0.0332,6.7,Low,False,none
TRD0117084,TRD0474,CMP058,JGPO,2026-03-31 14:45:36,BUY,Equity,Limit,6503,344.92,2243014.76,0.8567,0.1101,3,2,1.5103,112.74,106.87,False,0.6918,False,False,4,0.0948,0.4314,1.35,0.0355,0.2409,0.0314,13.61,Low,False,none
TRD0109721,TRD0384,CMP005,QSGC,2026-06-28 12:00:51,BUY,ETF,Market,5475,122.22,669154.5,0.6013,0.6946,4,7,0.5405,9999.0,245.8,False,0.3253,False,False,6,0.0592,0.1359,1.04,0.0675,0.0263,0.0745,6.3,Low,False,none
TRD0110021,TRD0394,CMP057,PNYK,2026-03-15 15:40:06,BUY,Equity,Stop-Loss,778,71.27,55448.06,0.5804,-1.3725,2,17,1.6947,1025.84,1243.36,False,2.1358,False,False,0,0.0477,0.1538,-2.39,0.0539,0.1719,0.0552,9.95,Low,False,none
TRD0074739,TRD0431,CMP031,NGEI,2026-02-16 13:31:38,SELL,Equity,Cover Order,16737,431.87,7228208.19,1.0151,-0.6717,3,22,0.5761,1117.86,372.13,False,-0.4666,False,False,0,0.0849,0.1533,-0.43,0.0196,0.0133,0.007,2.92,Low,False,none
TRD0101649,TRD0102,CMP007,PZVF,2026-04-22 13:02:53,SELL,Equity,Stop-Loss,17907,55.3,990257.1,1.2458,-0.6708,1,14,1.3256,9999.0,932.58,False,-0.6541,False,False,0,0.0005,0.1147,-0.7,0.0829,0.0387,0.0212,6.36,Low,False,none
TRD0005823,TRD0140,CMP006,XBFQ,2025-12-20 14:46:07,BUY,Equity,Stop-Loss,23568,75.17,1771606.56,0.8529,1.3544,1,3,1.4588,1389.86,9999.0,False,-1.2441,False,False,2,0.0648,0.0156,4.43,0.284,0.0008,0.1134,14.66,Low,False,none
TRD0078169,TRD0336,CMP036,UCCA,2025-11-12 12:12:25,SELL,Equity,Market,340468,129.94,44240411.92,10.5853,2.5527,4,6,1.661,48.51,9999.0,False,2.8324,False,False,5,0.8134,0.7178,2.46,0.9831,0.937,0.6144,88.74,Critical,True,front_running
TRD0065624,TRD0045,CMP022,TTZR,2025-12-17 17:38:47,BUY,Options,Stop-Loss,33479,445.29,14907863.91,3.3155,6.6517,1,12,3.9474,28.44,9999.0,True,3.8633,True,True,6,0.7224,0.788,4.72,0.9494,0.965,0.4271,85.96,Critical,True,circular_trading
TRD0032613,TRD0053,CMP053,SVJO,2026-01-10 10:30:54,BUY,ETF,Stop-Loss,5577,50.32,280634.64,0.8331,0.8268,5,18,1.3202,122.95,9999.0,False,0.1649,False,False,1,0.0264,0.2471,0.48,0.0284,0.0451,0.0033,5.15,Low,False,none
TRD0053763,TRD0413,CMP055,NKNY,2025-12-03 15:00:25,SELL,ETF,Cover Order,82112,1119.02,91884970.24,1.525,0.3613,1,2,1.8613,565.68,9999.0,False,0.5703,False,False,3,0.0034,0.1505,1.14,0.0921,0.0689,0.0742,8.83,Low,False,none
TRD0064520,TRD0103,CMP005,QSGC,2025-12-28 10:25:54,BUY,Equity,Limit,38741,106.81,4137926.21,0.6572,-1.5147,1,19,1.5127,27.7,9999.0,True,0.1764,False,False,1,0.0139,0.221,0.65,0.0229,0.021,0.0197,4.17,Low,False,none
TRD0100386,TRD0056,CMP006,XBFQ,2025-11-29 14:32:33,BUY,ETF,Limit,1458,51.26,74737.08,1.0554,0.5631,4,13,0.5262,1894.08,9999.0,False,-0.6773,False,False,7,0.1079,0.4084,4.48,0.1262,0.0108,0.0731,11.18,Low,False,none
TRD0031144,TRD0045,CMP027,BNLN,2026-06-18 14:02:27,BUY,ETF,Cover Order,116100,229.85,26685585.0,9.5129,6.5956,2,18,2.1028,14.12,69.93,True,4.4663,False,False,6,0.7762,0.788,4.7,0.8404,0.8583,0.6435,81.1,High,True,insider_trading
TRD0064159,TRD0358,CMP015,WXZK,2026-05-14 09:48:50,BUY,ETF,Limit,49289,567.72,27982351.08,1.4092,-0.7512,2,3,1.6255,764.47,325.04,False,-0.1875,False,False,1,0.0511,0.5422,3.43,0.105,0.0833,0.1292,14.58,Low,False,none
TRD0031300,TRD0369,CMP051,NQWS,2026-02-24 09:04:44,SELL,Options,Limit,40255,53.79,2165316.45,1.8114,-0.8638,3,6,1.4033,1640.17,538.64,False,-0.1502,True,False,0,0.031,0.5509,-4.4,0.095,0.0743,0.0652,12.99,Low,False,none
TRD0033717,TRD0122,CMP046,LUQA,2025-10-15 13:27:05,BUY,ETF,Bracket Order,58200,194.95,11346090.0,0.96,-0.7716,4,7,0.7536,1974.69,9999.0,False,-0.5804,False,False,4,0.0655,0.112,1.94,0.0408,0.0199,0.1707,6.11,Low,False,none
TRD0089709,TRD0390,CMP032,MXGK,2026-05-18 12:00:58,BUY,ETF,Limit,91708,1177.68,108002677.44,8.9146,5.7621,3,16,3.101,43.94,1925.63,True,3.5572,False,False,3,0.7861,0.6803,7.16,0.942,0.9306,0.5612,85.53,Critical,True,insider_trading
TRD0003993,TRD0001,CMP059,RFEI,2026-04-07 13:47:57,SELL,ETF,Bracket Order,5231,70.12,366797.72,0.7919,-0.7851,4,15,0.9431,1585.41,429.34,False,0.0356,False,False,2,0.0486,0.1914,2.3,0.2119,0.0645,0.0075,13.5,Low,False,none
TRD0076689,TRD0391,CMP039,JDXM,2025-10-19 14:30:49,BUY,ETF,Limit,20552,87.72,1802821.44,0.9397,0.4543,5,14,1.9989,1815.14,9999.0,False,0.3785,False,False,0,0.0204,0.2387,-5.9,0.0549,0.0006,0.0063,4.97,Low,False,none
TRD0091945,TRD0017,CMP056,ASGU,2025-10-24 12:30:58,BUY,Equity,Stop-Loss,228621,779.93,178308376.53,1.0376,0.8084,1,23,1.2211,548.73,9999.0,False,0.0302,False,False,4,0.0061,0.2219,6.38,0.0463,0.0688,0.1222,8.2,Low,False,none
TRD0037070,TRD0449,CMP051,NQWS,2026-05-09 11:05:32,BUY,ETF,Cover Order,155548,5.89,916177.72,10.4722,3.8138,2,6,3.5323,6.17,76.62,True,3.5303,False,False,0,0.5227,0.1964,-0.04,0.7296,0.7258,0.3111,61.24,Medium,True,insider_trading
TRD0058292,TRD0480,CMP003,NCBQ,2025-10-04 12:47:51,BUY,Equity,Bracket Order,47214,126.25,5960767.5,1.9571,-0.7682,2,15,0.9302,3099.76,9999.0,False,-0.0714,False,False,0,0.0871,0.1302,-8.14,0.0237,0.1516,0.0111,7.08,Low,False,none
TRD0040640,TRD0063,CMP054,SCIM,2026-06-13 08:55:42,BUY,Equity,Stop-Loss,124643,156.86,19551500.98,3.81,5.8285,1,6,1.969,11.02,431.21,True,2.8236,False,True,5,0.4991,0.6313,4.92,0.6832,0.5845,0.6525,64.38,Medium,True,spoofing
TRD0067360,TRD0362,CMP042,EKVN,2026-01-06 13:03:59,BUY,ETF,Bracket Order,38233,227.11,8683096.63,1.2225,-0.2089,4,18,1.3761,604.63,167.91,False,0.6854,False,False,0,0.1415,0.1275,-1.25,0.2947,0.1108,0.0485,18.59,Low,False,none
